CustomerKey,Customer Code,Continent,City,State,CountryRegion
13493,24492,North America,Lakewood,California,United States
13619,24618,North America,Chula Vista,California,United States
13620,24619,North America,El Cajon,California,United States
13621,24620,North America,Fremont,California,United States
13649,24648,North America,Grossmont,California,United States
13652,24651,North America,Olympia,Washington,United States
13653,24652,North America,Edmonds,Washington,United States
13738,24737,North America,Puyallup,Washington,United States
13741,24740,North America,Bellingham,Washington,United States
13742,24741,North America,Walla Walla,Washington,United States
13744,24743,North America,Spokane,Washington,United States
13746,24745,North America,Palo Alto,California,United States
18784,CS461,North America,Cheyenne,Wyoming,United States
12692,23691,North America,Bellingham,Washington,United States
12794,23793,North America,Burien,Washington,United States
12800,23799,North America,Bellflower,California,United States
13500,24499,North America,Spring Valley,California,United States
13618,24617,North America,Burien,Washington,United States
18336,29335,North America,Seattle,Washington,United States
5079,16078,North America,Grossmont,California,United States
5087,16086,North America,Bellflower,California,United States
5861,16860,North America,Beverly Hills,California,United States
4260,15259,North America,Burbank,California,United States
4822,15821,North America,West Covina,California,United States
12276,23275,North America,Los Angeles,California,United States
12329,23328,North America,El Cajon,California,United States
12520,23519,North America,Coronado,California,United States
12697,23696,North America,Bremerton,Washington,United States
12805,23804,North America,Bremerton,Washington,United States
13237,24236,North America,Edmonds,Washington,United States
13651,24650,North America,Lincoln Acres,California,United States
13737,24736,North America,Lebanon,Oregon,United States
5016,16015,North America,Lemon Grove,California,United States
5222,16221,North America,Burien,Washington,United States
5867,16866,North America,Grossmont,California,United States
4280,15279,North America,San Francisco,California,United States
12281,23280,North America,Oregon City,Oregon,United States
12789,23788,North America,Burbank,California,United States
13451,24450,North America,Sedro Woolley,Washington,United States
13733,24732,North America,Oregon City,Oregon,United States
13743,24742,North America,El Cajon,California,United States
18329,29328,North America,Glendale,California,United States
5074,16073,North America,Kirkland,Washington,United States
5082,16081,North America,Bellflower,California,United States
9329,20328,North America,San Diego,California,United States
9330,20329,North America,West Covina,California,United States
9336,20335,North America,Colma,California,United States
9337,20336,North America,Concord,California,United States
9338,20337,North America,La Jolla,California,United States
9339,20338,North America,Lakewood,California,United States
9341,20340,North America,National City,California,United States
9345,20344,North America,Beverly Hills,California,United States
9346,20345,North America,Beverly Hills,California,United States
9347,20346,North America,San Diego,California,United States
9348,20347,North America,San Gabriel,California,United States
9361,20360,North America,Imperial Beach,California,United States
9365,20364,North America,West Covina,California,United States
9367,20366,North America,Grossmont,California,United States
9368,20367,North America,Lakewood,California,United States
9462,20461,North America,San Gabriel,California,United States
9476,20475,North America,Chula Vista,California,United States
9477,20476,North America,San Gabriel,California,United States
9478,20477,North America,San Gabriel,California,United States
9636,20635,North America,Walla Walla,Washington,United States
9637,20636,North America,Newport Beach,California,United States
9645,20644,North America,National City,California,United States
10272,21271,North America,Oakland,California,United States
10288,21287,North America,Chula Vista,California,United States
10289,21288,North America,Palo Alto,California,United States
10294,21293,North America,Concord,California,United States
10295,21294,North America,Redwood City,California,United States
10301,21300,North America,Fremont,California,United States
10317,21316,North America,San Carlos,California,United States
10325,21324,North America,Beverly Hills,California,United States
10327,21326,North America,Redwood City,California,United States
10328,21327,North America,Torrance,California,United States
10420,21419,North America,Coronado,California,United States
10434,21433,North America,Concord,California,United States
10435,21434,North America,San Gabriel,California,United States
10436,21435,North America,Santa Monica,California,United States
1710,12709,North America,San Carlos,California,United States
2017,13016,North America,Walla Walla,Washington,United States
2093,13092,North America,Palo Alto,California,United States
2177,13176,North America,Berkeley,California,United States
2187,13186,North America,Chula Vista,California,United States
6624,17623,North America,Santa Cruz,California,United States
6625,17624,North America,Grossmont,California,United States
6660,17659,North America,Burien,Washington,United States
6661,17660,North America,Berkeley,California,United States
6662,17661,North America,Los Angeles,California,United States
6343,17342,North America,Everett,Washington,United States
6370,17369,North America,Lincoln Acres,California,United States
6486,17485,North America,Kirkland,Washington,United States
6487,17486,North America,Lebanon,Oregon,United States
6488,17487,North America,Olympia,Washington,United States
6499,17498,North America,Redwood City,California,United States
6519,17518,North America,Burien,Washington,United States
6557,17556,North America,Beaverton,Oregon,United States
6659,17658,North America,Santa Cruz,California,United States
6664,17663,North America,Burlingame,California,United States
6665,17664,North America,Grossmont,California,United States
18825,CS580,North America,Beaverton,Oregon,United States
18795,CS479,North America,Edmonds,Washington,United States
18814,CS552,North America,Spring Valley,California,United States
9328,20327,North America,San Carlos,California,United States
10326,21325,North America,El Cajon,California,United States
1534,12533,North America,Walla Walla,Washington,United States
6558,17557,North America,Milwaukie,Oregon,United States
9335,20334,North America,Bellflower,California,United States
10271,21270,North America,Seattle,Washington,United States
1365,12364,North America,Port Orchard,Washington,United States
9340,20339,North America,Long Beach,California,United States
9349,20348,North America,Spring Valley,California,United States
9463,20462,North America,Woodland Hills,California,United States
10318,21317,North America,San Diego,California,United States
10744,21743,North America,Chula Vista,California,United States
6344,17343,North America,Yakima,Washington,United States
6506,17505,North America,Walla Walla,Washington,United States
5372,16371,North America,Concord,California,United States
5373,16372,North America,Lincoln Acres,California,United States
5374,16373,North America,Kirkland,Washington,United States
5376,16375,North America,Spring Valley,California,United States
5377,16376,North America,Bellingham,Washington,United States
5378,16377,North America,Los Angeles,California,United States
5379,16378,North America,Woodburn,Oregon,United States
17642,28641,North America,Portland,Oregon,United States
17644,28643,North America,Spring Valley,California,United States
17645,28644,North America,Burien,Washington,United States
17646,28645,North America,Burlingame,California,United States
17650,28649,North America,Burlingame,California,United States
5383,16382,North America,Tacoma,Washington,United States
5384,16383,North America,Redwood City,California,United States
5385,16384,North America,Newport Beach,California,United States
5386,16385,North America,Santa Cruz,California,United States
5478,16477,North America,Bremerton,Washington,United States
5479,16478,North America,Oakland,California,United States
9788,20787,North America,Bremerton,Washington,United States
9789,20788,North America,Burlingame,California,United States
9791,20790,North America,Novato,California,United States
9792,20791,North America,San Francisco,California,United States
10141,21140,North America,Burbank,California,United States
7228,18227,North America,Lynnwood,Washington,United States
7229,18228,North America,Santa Cruz,California,United States
7230,18229,North America,Burlingame,California,United States
7231,18230,North America,Bellflower,California,United States
7233,18232,North America,Novato,California,United States
7234,18233,North America,Olympia,Washington,United States
7235,18234,North America,Sedro Woolley,Washington,United States
7312,18311,North America,El Cajon,California,United States
7313,18312,North America,Daly City,California,United States
7319,18318,North America,Lynnwood,Washington,United States
7324,18323,North America,Edmonds,Washington,United States
7329,18328,North America,Concord,California,United States
10142,21141,North America,Burien,Washington,United States
10143,21142,North America,Milwaukie,Oregon,United States
10144,21143,North America,Lake Oswego,Oregon,United States
10146,21145,North America,Burlingame,California,United States
10147,21146,North America,Spokane,Washington,United States
10148,21147,North America,Kirkland,Washington,United States
5019,16018,North America,San Carlos,California,United States
5020,16019,North America,Torrance,California,United States
5025,16024,North America,Marysville,Washington,United States
8405,19404,North America,Berkeley,California,United States
8634,19633,North America,Glendale,California,United States
8639,19638,North America,W. Linn,Oregon,United States
8640,19639,North America,Chula Vista,California,United States
8642,19641,North America,Lake Oswego,Oregon,United States
8645,19644,North America,Chula Vista,California,United States
8657,19656,North America,Grossmont,California,United States
8770,19769,North America,Long Beach,California,United States
9070,20069,North America,Santa Monica,California,United States
9075,20074,North America,Concord,California,United States
9077,20076,North America,Burbank,California,United States
9078,20077,North America,Coronado,California,United States
9079,20078,North America,Oregon City,Oregon,United States
9080,20079,North America,Beaverton,Oregon,United States
9082,20081,North America,Burien,Washington,United States
9090,20089,North America,Renton,Washington,United States
9091,20090,North America,Concord,California,United States
9092,20091,North America,Coronado,California,United States
9096,20095,North America,Los Angeles,California,United States
9099,20098,North America,El Cajon,California,United States
9100,20099,North America,Burlingame,California,United States
9101,20100,North America,Long Beach,California,United States
9102,20101,North America,Oregon City,Oregon,United States
9140,20139,North America,Santa Monica,California,United States
9271,20270,North America,Imperial Beach,California,United States
9277,20276,North America,Seattle,Washington,United States
9294,20293,North America,Mill Valley,California,United States
9295,20294,North America,Woodland Hills,California,United States
9306,20305,North America,Bellflower,California,United States
9307,20306,North America,Concord,California,United States
9309,20308,North America,Lemon Grove,California,United States
9498,20497,North America,Burlingame,California,United States
9738,20737,North America,San Diego,California,United States
9740,20739,North America,Olympia,Washington,United States
9743,20742,North America,Lake Oswego,Oregon,United States
9744,20743,North America,Beaverton,Oregon,United States
9745,20744,North America,Bellflower,California,United States
9748,20747,North America,Burien,Washington,United States
9749,20748,North America,Puyallup,Washington,United States
9750,20749,North America,Sedro Woolley,Washington,United States
9752,20751,North America,Bellflower,California,United States
9753,20752,North America,Olympia,Washington,United States
9754,20753,North America,Olympia,Washington,United States
9759,20758,North America,Seattle,Washington,United States
9763,20762,North America,San Francisco,California,United States
9764,20763,North America,Lake Oswego,Oregon,United States
10234,21233,North America,San Carlos,California,United States
10235,21234,North America,Coronado,California,United States
10238,21237,North America,Newport Beach,California,United States
10241,21240,North America,Torrance,California,United States
10242,21241,North America,Woodburn,Oregon,United States
10243,21242,North America,San Carlos,California,United States
10386,21385,North America,Coronado,California,United States
10387,21386,North America,Fremont,California,United States
10698,21697,North America,Woodland Hills,California,United States
10699,21698,North America,Concord,California,United States
10702,21701,North America,Lake Oswego,Oregon,United States
10707,21706,North America,Burien,Washington,United States
10708,21707,North America,Issaquah,Washington,United States
11013,22012,North America,Colma,California,United States
11014,22013,North America,Milwaukie,Oregon,United States
11022,22021,North America,Renton,Washington,United States
11023,22022,North America,Redwood City,California,United States
11332,22331,North America,Chula Vista,California,United States
18785,CS462,North America,Cincinnati,Ohio,United States
18842,CS611,North America,Citrus Heights,California,United States
5014,16013,North America,Beaverton,Oregon,United States
5023,16022,North America,Ballard,Washington,United States
5380,16379,North America,Colma,California,United States
9084,20083,North America,Beverly Hills,California,United States
9272,20271,North America,Berkeley,California,United States
9308,20307,North America,Coronado,California,United States
9755,20754,North America,La Jolla,California,United States
10697,21696,North America,Edmonds,Washington,United States
10706,21705,North America,Chula Vista,California,United States
11024,22023,North America,Beverly Hills,California,United States
10140,21139,North America,Lake Oswego,Oregon,United States
7227,18226,North America,Seattle,Washington,United States
9089,20088,North America,Issaquah,Washington,United States
9106,20105,North America,La Jolla,California,United States
9293,20292,North America,Daly City,California,United States
11012,22011,North America,Redmond,Washington,United States
7232,18231,North America,Berkeley,California,United States
10145,21144,North America,Renton,Washington,United States
8804,19803,North America,Bremerton,Washington,United States
9081,20080,North America,Burien,Washington,United States
5018,16017,North America,Novato,California,United States
5375,16374,North America,Woodburn,Oregon,United States
17643,28642,North America,Colma,California,United States
9095,20094,North America,Beverly Hills,California,United States
9103,20102,North America,Renton,Washington,United States
9276,20275,North America,Lake Oswego,Oregon,United States
9742,20741,North America,Lemon Grove,California,United States
5382,16381,North America,Burien,Washington,United States
9758,20757,North America,Woodburn,Oregon,United States
11008,22007,North America,Issaquah,Washington,United States
11017,22016,North America,Burien,Washington,United States
9790,20789,North America,Glendale,California,United States
7236,18235,North America,Beverly Hills,California,United States
10150,21149,North America,Corvallis,Oregon,United States
12272,23271,North America,Beverly Hills,California,United States
12273,23272,North America,Long Beach,California,United States
12274,23273,North America,Tacoma,Washington,United States
5775,16774,North America,Yakima,Washington,United States
5776,16775,North America,Colma,California,United States
5777,16776,North America,Bellingham,Washington,United States
5778,16777,North America,Milwaukie,Oregon,United States
5780,16779,North America,West Covina,California,United States
5781,16780,North America,Puyallup,Washington,United States
5782,16781,North America,El Cajon,California,United States
5783,16782,North America,Port Orchard,Washington,United States
6696,17695,North America,San Carlos,California,United States
6697,17696,North America,San Gabriel,California,United States
6698,17697,North America,Downey,California,United States
6700,17699,North America,Lake Oswego,Oregon,United States
6860,17859,North America,Lincoln Acres,California,United States
6861,17860,North America,Imperial Beach,California,United States
6864,17863,North America,Lemon Grove,California,United States
6865,17864,North America,Port Orchard,Washington,United States
6867,17866,North America,El Cajon,California,United States
6869,17868,North America,Bellflower,California,United States
6870,17869,North America,Beverly Hills,California,United States
6871,17870,North America,Long Beach,California,United States
7413,18412,North America,El Cajon,California,United States
7414,18413,North America,Imperial Beach,California,United States
7415,18414,North America,Beaverton,Oregon,United States
7417,18416,North America,Portland,Oregon,United States
7425,18424,North America,Fremont,California,United States
11338,22337,North America,Colma,California,United States
11339,22338,North America,Daly City,California,United States
11340,22339,North America,Redmond,Washington,United States
11342,22341,North America,Lake Oswego,Oregon,United States
11343,22342,North America,Burien,Washington,United States
11344,22343,North America,Spokane,Washington,United States
11345,22344,North America,Chula Vista,California,United States
11348,22347,North America,West Covina,California,United States
11349,22348,North America,Novato,California,United States
11351,22350,North America,Seattle,Washington,United States
11353,22352,North America,Lakewood,California,United States
11356,22355,North America,Concord,California,United States
13748,24747,North America,Beverly Hills,California,United States
13750,24749,North America,Concord,California,United States
13751,24750,North America,Palo Alto,California,United States
13753,24752,North America,Bellingham,Washington,United States
13754,24753,North America,El Cajon,California,United States
13926,24925,North America,Chula Vista,California,United States
13927,24926,North America,Downey,California,United States
13928,24927,North America,Lynnwood,Washington,United States
13929,24928,North America,Mill Valley,California,United States
13931,24930,North America,Los Angeles,California,United States
13954,24953,North America,Seattle,Washington,United States
13956,24955,North America,Chula Vista,California,United States
13957,24956,North America,Bellflower,California,United States
13958,24957,North America,Lakewood,California,United States
14005,25004,North America,Bremerton,Washington,United States
14006,25005,North America,Lebanon,Oregon,United States
14007,25006,North America,Yakima,Washington,United States
14008,25007,North America,Berkeley,California,United States
14082,25081,North America,Fremont,California,United States
14206,25205,North America,Beverly Hills,California,United States
14208,25207,North America,Redmond,Washington,United States
14209,25208,North America,El Cajon,California,United States
14254,25253,North America,Issaquah,Washington,United States
14255,25254,North America,Burien,Washington,United States
14258,25257,North America,Chula Vista,California,United States
14259,25258,North America,Colma,California,United States
14260,25259,North America,Spokane,Washington,United States
14337,25336,North America,Edmonds,Washington,United States
14338,25337,North America,Milwaukie,Oregon,United States
14343,25342,North America,Marysville,Washington,United States
11341,22340,North America,Santa Cruz,California,United States
11346,22345,North America,Santa Cruz,California,United States
11352,22351,North America,Burien,Washington,United States
11357,22356,North America,Glendale,California,United States
11735,22734,North America,San Francisco,California,United States
11968,22967,North America,Olympia,Washington,United States
11980,22979,North America,Burlingame,California,United States
12007,23006,North America,Downey,California,United States
12008,23007,North America,La Jolla,California,United States
12012,23011,North America,Berkeley,California,United States
12191,23190,North America,Bellflower,California,United States
12249,23248,North America,Renton,Washington,United States
12250,23249,North America,Bremerton,Washington,United States
12251,23250,North America,Lynnwood,Washington,United States
12252,23251,North America,Seattle,Washington,United States
12255,23254,North America,Chula Vista,California,United States
12257,23256,North America,Bellflower,California,United States
12259,23258,North America,Torrance,California,United States
12260,23259,North America,Port Orchard,Washington,United States
12262,23261,North America,Issaquah,Washington,United States
12263,23262,North America,Corvallis,Oregon,United States
12264,23263,North America,Burien,Washington,United States
12253,23252,North America,Oakland,California,United States
12261,23260,North America,Beaverton,Oregon,United States
6863,17862,North America,Renton,Washington,United States
7411,18410,North America,Imperial Beach,California,United States
13752,24751,North America,Everett,Washington,United States
5779,16778,North America,Burbank,California,United States
6699,17698,North America,Spring Valley,California,United States
7416,18415,North America,Burlingame,California,United States
14004,25003,North America,Bellingham,Washington,United States
14207,25206,North America,Lakewood,California,United States
14342,25341,North America,La Jolla,California,United States
11358,22357,North America,El Cajon,California,United States
7424,18423,North America,San Carlos,California,United States
13930,24929,North America,Puyallup,Washington,United States
14339,25338,North America,Oregon City,Oregon,United States
19049,CS555,Europe,Stuttgart,Baden-Wuerttemberg,Germany
16175,27174,Europe,Paderborn,North Rhine-Westphalia,Germany
16184,27183,Europe,Hof,Bavaria,Germany
16185,27184,Europe,Poing,Bavaria,Germany
11608,22607,Europe,Neunkirchen,North Rhine-Westphalia,Germany
11610,22609,Europe,Berlin,Berlin,Germany
11611,22610,Europe,Berlin,Berlin,Germany
